Organization Name,Sector Name,SubSector Name,Operation Name,Address,eWh/HDD/ft^2,Energy Intensity (ekWh/ML)
City of Cambridge,Municipal,Municipality,Fire Station #5,,15.1221947040649,
City of Cambridge,Municipal,Municipality,Riverbluffs Park & Rowing Club,251 George Street,2.7729104094709,
City of Cambridge,Municipal,Municipality,Soper Park and Service Buildings: Lawn Bowling Clubhouse,120 Shade Street,2.7729104094709,
City of Cambridge,Municipal,Municipality,Soper Park and Service Buildings: Tennis Clubhouse,120 Shade Street,2.7729104094709,
City of Cambridge,Municipal,Municipality,Southwood Track & Fitness Club Building,295 Cedar St.,3.58826445528874,
City of Cambridge,Municipal,Municipality,Forbes Park - Tennis Clubhouse & Bandshell,16 Kribs Street,5.68516831387501,
City of Cambridge,Municipal,Municipality,KIPS Gymnastics Centre,1458 Hamilton Street (Kips Bldg.),6.24893732690655,
City of Cambridge,Municipal,Municipality,Duncan McIntosh Community Centre & Arena: Skate Park,200 Christopher Drive,6.39346455710496,
City of Cambridge,Municipal,Municipality,David Durward Centre: Centre for the Arts,62-60 Dickson St.,7.12095567921087,
City of Cambridge,Municipal,Municipality,"Soccer Facility, Indoor",745 Fountain Street,9.01982686705201,
City of Cambridge,Municipal,Municipality,Galt Little Theatre - Cambridge Arts Theatre,47 Water St. S.,12.0305381460447,
City of Cambridge,Municipal,Municipality,WG Johnson Centre/Pool: Gym,31 Kribs Street,15.5993541926988,
City of Cambridge,Municipal,Municipality,Preston Memorial Auditorium Arena: Ice Rink,1458 Hamilton Street,6.24893732690656,
City of Cambridge,Municipal,Municipality,Duncan McIntosh Community Centre & Arena: Ice Rink,200 Christopher Drive,6.39346455710497,
City of Cambridge,Municipal,Municipality,Karl Homuth Arena,1407 Hamilton Street,9.80143432271379,
City of Cambridge,Municipal,Municipality,Dickson Centre Arena: Ice Rink,30 Parkhill Road West,6.67298020573179,
City of Cambridge,Municipal,Municipality,Galt Arena Gardens,98 Shade Street,6.62434866721574,
City of Cambridge,Municipal,Municipality,Hespeler Memorial Arena: Ice Rink,640 Ellis Road West,7.94277671179516,
City of Cambridge,Municipal,Municipality,WG Johnson Centre/Pool: Indoor Pool,31 Kribs Street,2.39551857989001,
City of Cambridge,Municipal,Municipality,John Dolson Centre/Pool,212 South Street,2.53664899464097,
City of Cambridge,Municipal,Municipality,Soper Park and Service Buildings: Workshop,120 Shade Street,2.75300124664615,
City of Cambridge,Municipal,Municipality,Riverside Park: Kinsmen Headquarters,49 King Street W. (Preston),3.52326946901343,
City of Cambridge,Municipal,Municipality,Dickson Centre Arena: Storage Area,30 Parkhill Road West,6.67298020573179,
City of Cambridge,Municipal,Municipality,Transportation & Public Works Main,1310 Bishop St.,6.79408228969834,
City of Cambridge,Municipal,Municipality,CSD Service Depot,247 Elgin St. N.,7.25144304726807,
City of Cambridge,Municipal,Municipality,CSD Service Depot,30 Milling St,7.25390567280914,
City of Cambridge,Municipal,Municipality,CSD Service Depot,1414 Hamilton St.,7.70628474023122,
City of Cambridge,Municipal,Municipality,Parklawn Cemetery: Maintenance Building,750 Fountain St.,7.83003318543866,
City of Cambridge,Municipal,Municipality,New Hope Cemetery: Maintenance Shop,235 Cooper,10.2330443283612,
City of Cambridge,Municipal,Municipality,CSD Service Depot,255 Water St.S.,10.9716750957555,
City of Cambridge,Municipal,Municipality,CSD Service Depot (Willard Park),85 Beechwood Dr.,12.3611839315242,
City of Cambridge,Municipal,Municipality,CSD Service Depot,102 Sheffield St.,14.4587256356596,
City of Cambridge,Municipal,Municipality,Mountview Cemetery: Maintenance Shop,80 Blenheim Road,20.7447270580746,
City of Cambridge,Municipal,Municipality,Preston Library,435 King St. E.,7.99498534706419,
City of Cambridge,Municipal,Municipality,Library (Main),1 North Square,9.51274597885342,
City of Cambridge,Municipal,Municipality,Hespeler Library,5 Tannery St. E.,16.5535470624192,
City of Cambridge,Municipal,Municipality,White Oak Pumping Station,607 White Oaks Dr.,,156891.601382651
City of Cambridge,Municipal,Municipality,McGovern Drive Pumping Station,155 McGovern Dr.,,157949.891321029
City of Cambridge,Municipal,Municipality,Witmer Pumping Station,10 Lingard Rd.,,568473.598114541
City of Cambridge,Municipal,Municipality,Dover Street Pumping Station,932 Dover St. W.,,868438.331852358
City of Cambridge,Municipal,Municipality,Queen Street Pumping Station,16 Guelph Ave.,,30882353.3180806
City of Cambridge,Municipal,Municipality,King Street Pumping Station,200 King St. W @ Fountain,,19725914.9495356
City of Cambridge,Municipal,Municipality,Eagle Street Pumping Station,385 Eagle St. South,,15440148.8435304
City of Cambridge,Municipal,Municipality,Russ Street Pumping Station,4 Russ St.,,5623681.21769675
City of Cambridge,Municipal,Municipality,Hilborn Pumping Station,59 Spooner Crescent,,7288987.85700141
City of Cambridge,Municipal,Municipality,Burnett Avenue Pumping Station,808 Burnett Ave.,,1785095.63947122
City of Cambridge,Municipal,Municipality,Hespeler Road Pumping Station,Hespeler Rd.behind Smitty's Plaza,,2476461.15630856
City of Clarence-Rockland,Municipal,Municipality,Rockland City Hall,1560 Laurier Street,2.49476080810817,
City of Clarence-Rockland,Municipal,Municipality,Chamberland Center/Bastille,1517 Laurier St,2.58095388451459,
City of Clarence-Rockland,Municipal,Municipality,Museum,687 Laurier,2.93290930852734,
City of Clarence-Rockland,Municipal,Municipality,Clarence Creek fire hall,,4.12961005114083,
City of Clarence-Rockland,Municipal,Municipality,Rockland fire hall,,4.95115476658799,
City of Clarence-Rockland,Municipal,Municipality,Bourget fire hall,,5.09641928642288,
City of Clarence-Rockland,Municipal,Municipality,Arena Rockland,1450 ave du Parc,15.0940410122501,
City of Clarence-Rockland,Municipal,Municipality,Arena Clarence Creek,418 Lemay St.,4.43408902149535,
City of Clarence-Rockland,Municipal,Municipality,Rockland Sewage Pumping Station 2,St Jacques Street,,156666.284340992
City of Clarence-Rockland,Municipal,Municipality,Rockland Water Tower 2,2340 Bouvier Rd.,,69461.4472382979
City of Clarence-Rockland,Municipal,Municipality,Rockland Water Booster Station,1441 Caron St.,,340893.078681255
City of Clarence-Rockland,Municipal,Municipality,Rockland Water Treatment Plant,125 Edwards Street,,900400.559986541
City of Cornwall,Municipal,Municipality,Public Works - Purchasing,1246 Ontario Street,2.49476080810817,
City of Cornwall,Municipal,Municipality,Transit Station - Administration,863 Second Street West,3.58867507967428,
City of Cornwall,Municipal,Municipality,Public Works - Administration Building,1225 Ontario Street,5.1725889201477,
City of Cornwall,Municipal,Municipality,Justice Building - Social Services,340 Pitt Street,5.41529991778433,
City of Cornwall,Municipal,Municipality,City Hall,360 Pitt Street,6.86119404871309,
City of Cornwall,Municipal,Municipality,Cornwall Civic Complex - Finance,100 Water Street,8.55651066951252,
City of Cornwall,Municipal,Municipality,Old Emergency Medical Services (EMS) Station,850 McConnell Avenue,3.55822187254131,
City of Cornwall,Municipal,Municipality,Boys and Girls Club,499 Henry Street,2.98145604112687,
City of Cornwall,Municipal,Municipality,Cornwall Civic Complex - Salons,100 Water Street,5.63393897391699,
City of Cornwall,Municipal,Municipality,King George Park - Clubhouse,125 Seventh Street East,4.09272782228098,
City of Cornwall,Municipal,Municipality,Fire Station #1,,10.1957696414522,
City of Cornwall,Municipal,Municipality,Fire Station #2,,14.1210251749929,
City of Cornwall,Municipal,Municipality,Si Miller Arena,229 Water Street,5.04655132483947,
City of Cornwall,Municipal,Municipality,Bob Turner Arena,504 Fourth Street East,4.36666437792042,
City of Cornwall,Municipal,Municipality,Cornwall Civic Complex - Arena,100 Water Street,15.09404101225,
City of Cornwall,Municipal,Municipality,Benson Centre,800 Seventh Street West,3.02924098289237,
City of Cornwall,Municipal,Municipality,Cornwall Civic Complex - Aquatic Centre,100 Water Street,2.56557091090385,
City of Cornwall,Municipal,Municipality,Public Works - Road Shop,1225 Ontario Street,2.10422412008694,
City of Cornwall,Municipal,Municipality,Public Works - Traffic Shop,1225 Ontario Street,3.00123838809239,
City of Cornwall,Municipal,Municipality,Public Works - Stores,1246 Ontario Street,3.73060880952471,
City of Cornwall,Municipal,Municipality,Guindon Park - Maintenance Workshop,3260 Vincent Massey Drive,4.14636516166949,
City of Cornwall,Municipal,Municipality,Alexander Park - Clubhouse,245 Eight Street East,5.1681548620109,
City of Cornwall,Municipal,Municipality,Public Works - Municipal Works Garage,1225 Ontario Street,7.14406588797738,
City of Cornwall,Municipal,Municipality,Optimist Park Garage,301 Sunnyside Street,8.06643827176708,
City of Cornwall,Municipal,Municipality,Transit Station - Garage,863 Second Street West,10.7660252390228,
City of Cornwall,Municipal,Municipality,Public Works - Water & Sewer Shop,1225 Ontario Street,18.7060220858386,
City of Cornwall,Municipal,Municipality,Police Sub-Station,330 Montreal Road,3.69001067374808,
City of Cornwall,Municipal,Municipality,Justice Building - Police Station,340 Pitt Street,10.5120527815814,
City of Cornwall,Municipal,Municipality,Public Library,45 Second Street West,8.54973303061193,
City of Cornwall,Municipal,Municipality,Boundary Road Reservoir,560 Boundary Road,,223729.686683704
City of Cornwall,Municipal,Municipality,Waste Water Treatment Plant,2800 Montreal Road,,225119.0876828
City of Cornwall,Municipal,Municipality,Water Purification Plant,861 Second Street West,,423377.791107173
City of Dryden,Municipal,Municipality,Children's Resource Centre,113 Albert Street,1.91349523049344,
City of Dryden,Municipal,Municipality,POA,116 Queen Street,1.98063765114513,
City of Dryden,Municipal,Municipality,Dryden Pet Control Services,159 King Street,6.17727761329134,
City of Dryden,Municipal,Municipality,Public Works Services,159 King Street,7.66705691242367,
City of Dryden,Municipal,Municipality,City Hall,30 Van Horne Avenue,8.1976055531158,
City of Dryden,Municipal,Municipality,Telephone Central Office,65 Princess Street,8.87867529802897,
City of Dryden,Municipal,Municipality,Telephone Central Office,65 Princess Street,8.87867529802897,
City of Dryden,Municipal,Municipality,Dryden Pool & Fitness Centre,84 Whyte Avenue,2.05796122208566,
City of Dryden,Municipal,Municipality,Dryden & District Museum,15 Van Horne Avenue,2.42066079185726,
City of Dryden,Municipal,Municipality,Dryden Fire Hall #2,,3.11652778862879,
City of Dryden,Municipal,Municipality,Dryden Fire Hall #1,,5.70580830010704,
City of Dryden,Municipal,Municipality,Dryden Recreation Complex,84 Whyte Avenue,11.577212289027,
City of Dryden,Municipal,Municipality,Dryden Pool & Fitness Centre,84 Whyte Avenue,1.4508695083971,
City of Dryden,Municipal,Municipality,Parks Department Garage,250 Duke Street,3.74946708267132,
City of Dryden,Municipal,Municipality,Telephone Garage,234 Wilde St.,5.08133575489845,
City of Dryden,Municipal,Municipality,Public Works Carpentry Shop,254 Claude Avenue,8.07979458389122,
City of Dryden,Municipal,Municipality,Telephone Equipment Garage,149 Park Avenue,17.0526335640334,
City of Dryden,Municipal,Municipality,Telephone Equipment Garage,Colonization Avenue South,17.5860061071971,
City of Dryden,Municipal,Municipality,Telephone Equipment Garage,Colonization Avenue South,17.5860061071971,
City of Dryden,Municipal,Municipality,Telephone Equipment Garage,Claude Avenue,17.5860061071971,
City of Dryden,Municipal,Municipality,Telephone Equipment Garage,Claude Avenue,17.5860061071971,
City of Dryden,Municipal,Municipality,Dryden Police Services,64 King Street,3.53052849162635,
City of Dryden,Municipal,Municipality,Water Lift Station,Flatrock at Dickson Road,,3292355.26148997
City of Dryden,Municipal,Municipality,Sewage Treatment Plant,261 Marguerite Street,,601549.681078672
City of Dryden,Municipal,Municipality,Water Treatment Plant,250 Wilde Street,,677920.627986828
City of Elliot Lake,Municipal,Municipality,White Mountain Academy,99 Spine Road,3.75845701243524,
City of Elliot Lake,Municipal,Municipality,Airport,Airport Road,7.11216895105993,
City of Elliot Lake,Municipal,Municipality,City Hall,45 Hillside Drive North,8.85788990526831,
City of Elliot Lake,Municipal,Municipality,Lester B. Pearson Civic Center,279 Highway 108,5.27315662634894,
City of Elliot Lake,Municipal,Municipality,Lookout Tower,,2.35852068955314,
City of Elliot Lake,Municipal,Municipality,Fire Department,,3.72957397431975,
City of Elliot Lake,Municipal,Municipality,Rio Den Arena,23 Dieppe Avenue,2.08589396741469,
City of Elliot Lake,Municipal,Municipality,Collins Hall,120 Hillside Drive North,3.65196363575481,
City of Elliot Lake,Municipal,Municipality,Centenial Arena,180 Spruce Avenue,4.20725826193437,
City of Elliot Lake,Municipal,Municipality,Juben Yli-Juuti Center,301 Mississauga Ave,1.92590220269512,
City of Elliot Lake,Municipal,Municipality,Public Works Department,3 Timber Road,15.6726048301584,
City of Elliot Lake,Municipal,Municipality,Police Department,47 Hillside Drive North,6.25540397184914,
City of Elliot Lake,Municipal,Municipality,Lakeside Lift Station,999 Spine Road,,356183.638194009
City of Elliot Lake,Municipal,Municipality,Washington Lift Station,19 Washington Cresent,,359186.330820758
City of Elliot Lake,Municipal,Municipality,Horne Lift Station,Hwy 108,,366233.309519799
City of Elliot Lake,Municipal,Municipality,No Frills Lift Station,Hwy 108,,379748.126242798
City of Elliot Lake,Municipal,Municipality,Lakeview Lift Station,53 Lakeview Drive,,382287.77616003
City of Elliot Lake,Municipal,Municipality,Dunn Lift Station,205 Mississauga Ave,,383007.658721638
City of Elliot Lake,Municipal,Municipality,Porridge Lift Station,2 College Place,,384480.45068421
City of Elliot Lake,Municipal,Municipality,Spruce Street Lift Station,1 Lakeshore Drive,,386400.466714202
City of Elliot Lake,Municipal,Municipality,North Lift Station,3C Timber Road,,389120.468745761
City of Elliot Lake,Municipal,Municipality,Angel Lift Station,231 Mississauga Ave,,410765.858134279
City of Elliot Lake,Municipal,Municipality,Elliot Lake Wastewater Treatment Plant,2 Scott Road,,538479.523089059
City of Elliot Lake,Municipal,Municipality,Elliot Lake Water Treatment Plant,200 Spine Road,,715698.045417207
City of Greater Sudbury,Municipal,Municipality,GARSON CITIZEN SERVICE CENTRE & LIBRARY,214 ORELL STREET,2.08004984701781,
City of Greater Sudbury,Municipal,Municipality,NICKEL CENTRE PUBLIC WORKS GARAGE & OFFICE BUILDING,3610 FALCONBRIDGE HIGHWAY,2.13403764351932,
City of Greater Sudbury,Municipal,Municipality,CAPREOL FIRE / POLICE DEPART-OLD-LEASED TO NORHM,63 YOUNG STREET,2.93703708832937,
City of Greater Sudbury,Municipal,Municipality,MEMORIAL PARK SERVICE DEPOT,164 DURHAM STREET,3.17432133976347,
City of Greater Sudbury,Municipal,Municipality,CITY OF LAKES FAMILY HEALTH TEAM - FORMER TOWN HALL,1679 MAIN STREET,4.2815299289756,
City of Greater Sudbury,Municipal,Municipality,KATHLEEN PARK SERVICE DEPARTMENT - KATHLEEN DEPOT,310 BREBEUF AVENUE,4.69499201838877,
City of Greater Sudbury,Municipal,Municipality,TOM DAVIES SQUARE COMPLEX (PROVINCIAL TOWER),199 LARCH STREET,4.71154274106428,
City of Greater Sudbury,Municipal,Municipality,CAPREOL CITIZEN SERVICE CENTRE,9 MORIN STREET,4.8658939653306,
City of Greater Sudbury,Municipal,Municipality,FROBISHER OPERATIONS BUILDING,1800 FROBISHER STREET,4.89866515362204,
City of Greater Sudbury,Municipal,Municipality,FROBISHER PUBLIC WORKS OFFICE BUILDING,1800 FROBISHER STREET,4.89866515362205,
City of Greater Sudbury,Municipal,Municipality,PUBLIC WORKS DEPARTMENT - OPERATIONS DIVISION NORTH-WEST,101 RADISSON AVENUE,5.35774894465431,
City of Greater Sudbury,Municipal,Municipality,"CHELMSFORD CITIZEN SERVICE CENTRE, PUBLIC LIBRARY & MUSEUM",3502 ERRINGTON STREET,5.56497450308831,
City of Greater Sudbury,Municipal,Municipality,NETWORK NORTH HEALTH CLINIC,227 TENTH AVENUE,5.62396734239495,
City of Greater Sudbury,Municipal,Municipality,TDS ANNEX,200 LARCH STREET,6.04345184556369,
City of Greater Sudbury,Municipal,Municipality,VALLEY EAST PARK SERVICE DEPOT (AMBULANCE),960 DOMINION DRIVE,6.1888768085853,
City of Greater Sudbury,Municipal,Municipality,WALDEN PUBLIC WORKS OFFICE,25 BLACK LAKE ROAD,8.92793529932515,
City of Greater Sudbury,Municipal,Municipality,LIVELY -FORMER POLICE DETACHEMENT/ Storefront,16-135 MAIN STREET,9.11804654622555,
City of Greater Sudbury,Municipal,Municipality,CIVIC CEMETERY MAINTENANCE BUILDING,365 SECOND AVENUE NORTH,9.36737712283558,
City of Greater Sudbury,Municipal,Municipality,VALLEY EAST CITIZEN SERVICE CENTRE (HARC),4100 ELMVIEW DRIVE,15.8647588388276,
City of Greater Sudbury,Municipal,Municipality,DOWLING WASTEWATER TREATMENT PLANT - MAIN BUILDING,62 RIVERSIDE DRIVE EAST,15.8647588388276,
City of Greater Sudbury,Municipal,Municipality,CITY OF GREATER SUDBURY AIRPORT ADMINISTRATION,2621 SKEAD ROAD,15.8647588388276,
City of Greater Sudbury,Municipal,Municipality,ONAPING FALLS MEDICAL AND DENTAL CENTRE,2 FIRST AVENUE (24 NICKEL ST),15.8647588388276,
City of Greater Sudbury,Municipal,Municipality,CHELMSFORD EMERGENCY SERVICES - EMS,3400 HIGHWAY 144,5.70938395409243,
City of Greater Sudbury,Municipal,Municipality,GARSON-NICKEL CENTRE EMERGENCY SERVICES - EMS,206 CHURCH STREET,5.80113796224725,
City of Greater Sudbury,Municipal,Municipality,LIONEL E LALONDE CENTRE,239 MONTEE PRINCIPALE,6.95600961697476,
City of Greater Sudbury,Municipal,Municipality,FALCONBRIDGE EMERGENCY SERVICES - EMS,21 EDISON ROAD,8.12511531128923,
City of Greater Sudbury,Municipal,Municipality,WALDEN EMERGENCY SERVICES,25 BLACK LAKE ROAD,8.92793529932513,
City of Greater Sudbury,Municipal,Municipality,CAPREOL EMERGENCY SERVICES - EMS STATION,105 YOUNG STREET,8.97806568756953,
City of Greater Sudbury,Municipal,Municipality,LONG LAKE EMERGENCY SERVICES - EMS STATION,2069 LONG LAKE ROAD,10.5015681633161,
City of Greater Sudbury,Municipal,Municipality,LEVACK EMERGENCY SERVICES - EMS,48 NICKEL STREET,14.2483606179107,
City of Greater Sudbury,Municipal,Municipality,HANMER EMERGENCY SERVICES,4680 LAFONTAINE STREET,14.3291617915892,
City of Greater Sudbury,Municipal,Municipality,CAROL RICHARD PARK COMMUNITY HALL,1719 GEORGE STREET,1.66882160257966,
City of Greater Sudbury,Municipal,Municipality,CHELMSFORD COMMUNITY CENTRE - BANQUET HALL,215 EDWARD AVENUE,1.66882160257966,
City of Greater Sudbury,Municipal,Municipality,TOM DAVIES COMMUNITY CENTRE -BANQUET HALL,325 ANDERSON DRIVE,2.22640146252823,
City of Greater Sudbury,Municipal,Municipality,MEATBIRD LAKE PARK - MULTI-USE BUILDING,785 MAIN STREET,3.61208809302063,
City of Greater Sudbury,Municipal,Municipality,WHITEFISH EMERGENCY SERVICES  & COMMUNITY CENTRE,4895 REGIONAL ROAD 55,4.69256670660186,
City of Greater Sudbury,Municipal,Municipality,MINNOW LAKE PLACE,1127 BANCROFT DRIVE,4.84839598007596,
City of Greater Sudbury,Municipal,Municipality,NAUGHTON COMMUNITY CENTRE,1955 REGIONAL ROAD 55,4.87935099646894,
City of Greater Sudbury,Municipal,Municipality,CARMICHAEL COMMUNITY CENTRE,1388 BELLEVUE AVENUE,4.90346416852736,
City of Greater Sudbury,Municipal,Municipality,CAPREOL MILLENNIUM RESOURCE CENTRE,24 MEEHAN AVENUE,6.34470606812622,
City of Greater Sudbury,Municipal,Municipality,FALCONBRIDGE COMMUNITY CENTRE,63 EDISON ROAD (PARK LANE),6.70572014750186,
City of Greater Sudbury,Municipal,Municipality,SUDBURY COMMUNITY CENTRE,230 ELGIN STREET,7.13239159976073,
City of Greater Sudbury,Municipal,Municipality,JAMES JEROME SPORTS COMPLEX (LILY CREEK),90 CENTENNIAL DRIVE,7.45807794018163,
City of Greater Sudbury,Municipal,Municipality,DOWLING LEISURE CENTRE,79 MAIN STREET,7.6104272057654,
City of Greater Sudbury,Municipal,Municipality,RAYMOND PLOURDE COMMUNITY CENTRE,1919 HELENE STREET,8.19844868523205,
City of Greater Sudbury,Municipal,Municipality,CONISTON ARENA -BANQUET HALL (TOE BLAKE),70 GOVERNMENT ROAD,8.21636022320115,
City of Greater Sudbury,Municipal,Municipality,McCLELLAND COMMUNITY CENTRE -  FITNESS CENTRE,1 MARKET ST.,11.3486126430803,
City of Greater Sudbury,Municipal,Municipality,CAPREOL COMMUNITY CENTRE- BANQUET HALL,20 MEEHAN AVENUE,12.4613283146103,
City of Greater Sudbury,Municipal,Municipality,GARSON COMMUNITY CENTRE-BANQUET HALL,100 CHURCH STREET,12.5703686598316,
City of Greater Sudbury,Municipal,Municipality,CENTENNIAL COMMUNITY CENTER-BANQUET HALL,4333 CENTENNIAL DRIVE,12.5703686598316,
City of Greater Sudbury,Municipal,Municipality,DOWLING CITIZEN SERVICE CENTRE,79 MAIN STREET,12.5703686598316,
City of Greater Sudbury,Municipal,Municipality,DR. LECLAIR COMMUNITY CENTRE-BANQUET HALL,158 ST AGNES STREET,12.5703686598316,
City of Greater Sudbury,Municipal,Municipality,A.Y. JACKSON WELCOME CENTRE & LOOKOUT,350 HIGHWAY 144,1.71320260493331,
City of Greater Sudbury,Municipal,Municipality,ALGONQUIN PLAYGROUND FIELDHOUSE,2646 ALGONQUIN ROAD,2.58115993356001,
City of Greater Sudbury,Municipal,Municipality,ANDERSON FARM - CREIGHTON LOG CABIN,"550 REGIONAL ROAD 24, MAIN STREET",2.86420486827581,
City of Greater Sudbury,Municipal,Municipality,ANDERSON FARM MUSEUM BARN (STABLES & WASHROOM),"550 REGIONAL ROAD 24, MAIN STREET",2.86420486827581,
City of Greater Sudbury,Municipal,Municipality,ANDERSON FARM MUSEUM SHED 3,"550 REGIONAL ROAD 24, MAIN STREET",2.86420486827581,
City of Greater Sudbury,Municipal,Municipality,ANDERSON FARM HOUSE,"550 REGIONAL ROAD 24, MAIN STREET",2.86420486827581,
City of Greater Sudbury,Municipal,Municipality,ANDERSON FARM SENIOR'S WOOD SHOP,"550 REGIONAL ROAD 24, MAIN STREET",2.86420486827582,
City of Greater Sudbury,Municipal,Municipality,AZILDA MUSEUM,158 ST AGNES STREET,3.12536118128426,
City of Greater Sudbury,Municipal,Municipality,RIDGEMONT PLAYGROUND (FIELDHOUSE),3088 CLAUDE STREET,3.28442661927427,
City of Greater Sudbury,Municipal,Municipality,CAMP SUDACA - MAIN BUILDING,527 MOONLIGHT AVENUE,3.52753988390814,
City of Greater Sudbury,Municipal,Municipality,CENTENNIAL COMMUNITY CENTRE - YOUTH CENTRE,4333 CENTENNIAL DRIVE,3.75118453592004,
City of Greater Sudbury,Municipal,Municipality,LITTLE BRITIAN TOT-LOT FIELDHOUSE,481 GRANITE STREET,3.88069903734325,
City of Greater Sudbury,Municipal,Municipality,LIVELY SKI HILL- CHALET,251 FIRST AVENUE,3.90875455556144,
City of Greater Sudbury,Municipal,Municipality,WESTMOUNT/KIPLING PLAYGROUND FIELDHOUSE,109 KIPLING COURT,3.99318704206801,
City of Greater Sudbury,Municipal,Municipality,BELL PARK - CHANGE ROOM/WASHROOM,900 PARIS STREET,4.21641074361076,
City of Greater Sudbury,Municipal,Municipality,SUNNYSIDE PLAYGROUND FIELDHOUSE,820 CEDAR AVENUE,4.21647729312599,
City of Greater Sudbury,Municipal,Municipality,Blezard  Playground Fieldhouse,2732 LANGDON STREET,4.2319208981639,
City of Greater Sudbury,Municipal,Municipality,DOWNE PLAYGROUND FIELDHOUSE,1306 GEMMELL STREET,4.25971509401033,
City of Greater Sudbury,Municipal,Municipality,DIORITE PLAYGROUND FIELDHOUSE,30 DIORITE STREET,4.46667532213134,
City of Greater Sudbury,Municipal,Municipality,ELMVIEW PLAYGROUND FIELDHOUSE,1045 TILLY STREET,4.57213585603356,
City of Greater Sudbury,Municipal,Municipality,FARMDALE PLAYGROUND FIELDHOUSE,4760 MORRIE COURT,4.74538575627165,
City of Greater Sudbury,Municipal,Municipality,RAMSEY LAKE/YATCH CLUB BOAT LAUNCH BUILDING,190 RAMSEY LAKE ROAD,4.84769853847984,
City of Greater Sudbury,Municipal,Municipality,CARMICHAEL ARENA MINOR HOCKEY LEAGUE BLDG,1298 BANCROFT DRIVE,4.8562812668715,
City of Greater Sudbury,Municipal,Municipality,CEDAR PARK PLAYGROUND FIELDHOUSE,47 NORMANDY COURT,4.87146531624884,
City of Greater Sudbury,Municipal,Municipality,VICTORY PARK FIELDHOUSE,496 FROOD ROAD,4.97249194351085,
City of Greater Sudbury,Municipal,Municipality,SKEAD ROAD COMMUNITY CLUB PLAYGROUND FIELDHOUSE,170 GORDON STREET,5.22927876064013,
City of Greater Sudbury,Municipal,Municipality,TERRY FOX SPORTS COMPLEX,17 LASALLE BOULEVARD,5.24195624508643,
City of Greater Sudbury,Municipal,Municipality,CIVIC MEMORIAL - MAUSOLEUM,365 SECOND AVENUE NORTH,5.330536562888,
City of Greater Sudbury,Municipal,Municipality,CAMP SUDACA - CRAFT CENTRE,527 MOONLIGHT AVENUE,5.34976694065467,
City of Greater Sudbury,Municipal,Municipality,PLACE HURTUBISE PLAYGROUND FIELDHOUSE,1966 LASALLE BOULEVARD,5.40886700243114,
City of Greater Sudbury,Municipal,Municipality,RIDGECREST PLAYGROUND FIELDHOUSE,1437 ROY AVENUE,5.50865398074717,
City of Greater Sudbury,Municipal,Municipality,TWIN FORKS PLAYGROUND FIELDHOUSE,1475 GARY AVENUE,5.53684423878508,
City of Greater Sudbury,Municipal,Municipality,CHELMSFORD SENIORS CRAFT OFFICE,3506 ERRINGTON STREET,5.56497450308831,
City of Greater Sudbury,Municipal,Municipality,CHELMSFORD MUSEUM,3502 ERRINGTON STREET,5.56497450308832,
City of Greater Sudbury,Municipal,Municipality,CHELMSFORD SENIOR CRAFT SHOP,3506 ERRINGTON STREET,5.56497450308832,
City of Greater Sudbury,Municipal,Municipality,EYRE PLAYGROUND FIELDHOUSE,243 FERNDALE AVENUE,5.62053781869809,
City of Greater Sudbury,Municipal,Municipality,CAPREOL SKI HILL LIFT SHACK,"99 SKI HILL ROAD, OFF LAKESHORE STREET",5.63212604786168,
City of Greater Sudbury,Municipal,Municipality,CENTENNIAL PARK  (WHITEFISH) - MAIN BUILDING OFFICE,400 GRAHAM ROAD,5.72083448906099,
City of Greater Sudbury,Municipal,Municipality,BEN MOXAM COMMUNITY CENTRE,5 WESTVIEW CRESCENT,5.72897343491707,
City of Greater Sudbury,Municipal,Municipality,WHITEFISH PLAYGROUND FIELDHOUSE,25 PAUL STREET,5.77371181192341,
City of Greater Sudbury,Municipal,Municipality,SIMON LAKE PARK FIELDHOUSE,263 SIMON LAKE DRIVE,6.24936353148049,
City of Greater Sudbury,Municipal,Municipality,RIVERDALE PLAYGROUND  FIELDHOUSE,199 YORK STREET,6.25470771033278,
City of Greater Sudbury,Municipal,Municipality,MCLEAN PLAYGROUND FIELDHOUSE,345 MCLEAN STREET,6.41839073519254,
City of Greater Sudbury,Municipal,Municipality,LANSING PARK - SUDBURY BASIN POTTERS,1830 LAMOTHE STREET,6.52499748578272,
City of Greater Sudbury,Municipal,Municipality,THERESA PLAYGROUND FIELDHOUSE,155 CARMEN STREET,6.5257988260511,
City of Greater Sudbury,Municipal,Municipality,ROSEMARIE PLAYGROUND FIELDHOUSE,1299 GARY AVENUE,6.56633071047436,
City of Greater Sudbury,Municipal,Municipality,DELKI DOZZI MEMORIAL PARK,3 MARY STREET,6.70611882406152,
City of Greater Sudbury,Municipal,Municipality,MCFARLANE PLAYGROUND FIELDHOUSE,1584 PIONEER ROAD,6.74835933594775,
City of Greater Sudbury,Municipal,Municipality,PERCY PARK FIELDHOUSE,600 PERCY AVENUE,6.79615650404514,
City of Greater Sudbury,Municipal,Municipality,LASALLE PLAYGROUND FIELDHOUSE,1547 KENNEDY STREET,7.04043514679811,
City of Greater Sudbury,Municipal,Municipality,MATSON PLAYGROUND FIELDHOUSE,9 MATSON ROAD,7.05009919618066,
